symbol,C3L.02665,C3L.01663,C3N.02575,C3L.02546,C3L.00965,C3L.02963,C3N.04162,C3L.02646,C3N.02285,C3N.03875,C3N.03424,C3N.01017,C3L.00081,C3L.02649,C3L.01838,C3N.02252,C3L.03963,C3N.03072,C3L.02969,C3N.03662,C3N.03051,C3N.02434,C3L.02127,C3N.02339,C3L.03961,C3L.04391,C3L.02619,C3N.02494,C3N.03880,C3N.03092,C3L.02669,C3N.03877,C3N.01846,C3L.02964,C3N.00247,C3N.02288,C3L.01606,C3L.02164,C3N.02374,C3N.02675,C3N.02523,C3L.02130,C3N.02426,C3N.02284,C3L.00923,C3N.03486,C3N.04127,C3L.02951,C3L.02629,C3L.04013,C3N.00221,C3L.00568,C3N.04155,C3N.01025,C3L.02552,C3N.02375,C3L.02660,C3L.01884,C3N.02300,C3L.01285,C3L.02627,C3L.00993,C3N.02425,C3L.02170,C3N.00555,C3N.01893,C3N.03093,C3L.01455,C3N.03848,C3L.02968,C3N.03204,C3L.00445,C3N.02283,C3N.02289,C3L.03962,C3L.03272,C3N.01411,C3L.00415,C3N.03882,C3L.01000,C3L.02650,C3L.02358,C3L.02168,C3L.02625,C3N.01028,C3N.02435,C3N.03441,C3L.04071,C3N.01020,C3N.00497,C3N.01194,C3L.02648,C3L.03678,C3L.02891,C3L.00927,C3N.03886,C3L.04014,C3N.03076,C3N.03425,C3L.02163,C3N.04124,C3L.00904,C3N.00211,C3N.01892,C3L.00603,C3L.03965,C3N.03851,C3L.02349
KIF3B,-0.8258,0.0857,-0.0686999999999999,0.1336,1.8157,0.2468,-0.5048999999999999,0.914,-0.1802,-1.5381,0.3056999999999999,0.1264,-0.5999,0.9442,0.1612,-0.0179,0.1482,1.0918,-1.1785,0.8363,-0.3638,0.2359,0.1103,0.5273,-0.5428999999999999,0.2108,-1.347,0.0563,-0.5615,-0.4515999999999999,-0.0703,0.8263,1.3323,-0.4241,-0.668,0.4683,-0.8205,0.2789,-0.254,-0.3661,0.5407,0.4317,0.5983,-0.3122999999999999,-0.0578999999999999,-0.4806999999999999,0.1100999999999999,0.0616,0.9607,0.2873,0.0128999999999999,-0.1947999999999999,-0.1393999999999999,0.0461,0.3946,-0.227,0.8626999999999999,0.2155,-0.7505000000000001,-0.1578999999999999,-0.2664,1.5833,-0.196,-0.0768,0.4802,1.154,0.7321,0.0158,0.0235,0.659,0.5375,0.6511,2.1714,0.2653999999999999,0.4822,-0.2128,-0.5266500000000001,0.3003,-0.4059999999999999,0.5536,0.0593999999999999,0.2145,0.2031,0.0352,-0.4379,0.1877,-0.5994999999999999,-0.0174,0.0825999999999999,0.5855,0.0035,-0.0281,0.1272,0.2893,1.5046000000000002,0.0355,-0.249,-0.0403,-0.2181,-0.0642,-0.7429,0.2643,0.0436999999999999,-0.1385999999999999,0.9126,0.7039,0.6353000000000001,0.4633
KIF5B,-0.0679999999999999,-0.0693,-0.0343,0.9219,-1.0507,-0.4635,-0.6064,1.1526,0.8147,-0.1825999999999999,0.0697,-0.5739,-0.1854,0.5169,0.5591999999999999,-0.2046,-0.6504000000000001,0.0315,0.5273,-0.0437,1.1082,-0.2484,0.2039,-0.1271,0.0456,0.6392,0.6095999999999999,-1.1786,-0.5958,0.3512,0.8406,0.3687,0.3302,0.5914999999999999,0.2473999999999999,0.0850999999999999,0.2879,-0.6339,0.8629,-0.2864,0.7315,1.2238,-0.1286,0.2608,-0.0090999999999999,0.0847,0.4268,0.6569,0.4899,0.2642,0.6306,0.6697,-0.3066,-0.2748,0.7328,0.4452,-0.5366000000000001,1.0746,-0.541,-0.2045,1.0388,0.0617,-1.0857,-0.0691,0.0312,1.3936,-0.2749,-0.0789,-0.0352,0.2648,0.7167,-0.529,2.0435,0.961,0.3577,0.5923,0.35075,0.0244,0.7481,1.004,0.3366,0.5350999999999999,0.6492,0.1087,0.1168,0.5786,-0.7265999999999999,-0.8607,0.5986,-0.2918999999999999,0.562,0.3796,0.6312,-0.2072,0.9953,0.9302,0.0736,0.5386,0.6066,-0.1284,0.8416,-0.5662,1.7132,-0.3098999999999999,0.411,0.1655999999999999,0.1067,0.6115999999999999
KIFAP3,-1.0675,0.0163999999999999,0.4512,-0.1233999999999999,1.0473,0.5383,-0.492,1.3365,0.8652,-1.6922,0.0154999999999999,0.3362,-0.255,1.4632,0.1647,-0.0052,0.2782,0.3036999999999999,-1.6244,-0.3001,-1.5855,0.0834999999999999,0.1103,0.0055,-0.5694,0.8468,-0.6671,0.2009,-0.5589000000000001,0.1446,0.0300999999999999,0.3798,1.0542,-0.1212,0.7173999999999999,-0.5365,-0.9248,-0.0942,-0.4814,0.1268,-0.2559,0.0338,0.4278,-0.2412,0.5612,-0.4761,0.0633999999999999,-0.1683,0.9222,0.2088,-0.0166,-0.2638,-0.655,0.0701,0.8907,-0.5036,0.9287,0.3218,-0.5629,-0.0812,-0.9796,1.4854,-0.5123,0.4105999999999999,0.3638,0.9616,0.4901,-0.6752,0.8882,0.5481,0.6333,0.7184999999999999,1.8112,0.4262,0.5434,0.1183999999999999,-0.48225,0.7278,-0.1082,0.6568,0.1466,0.0698999999999999,0.2464,0.5849,-0.1835,0.1847,0.1726,-0.4372999999999999,-0.1389,0.2131,0.1503,0.123,-0.139,-0.4613,0.9768,-0.0774,0.0841,-0.0349999999999999,0.0926999999999999,-0.0359,-0.1273,0.8271,0.4693,-0.1057999999999999,0.8981000000000001,-1.4598,0.5703,0.2356
KIN,0.1431,0.5264,0.3367,-0.3289999999999999,0.391,-0.7065,0.0,0.7414999999999999,0.4074,-0.2711,-0.0387,-0.0935,-0.397,1.4027,-1.1664,0.4217999999999999,0.9251,-0.5789,-0.0142,-0.5361,0.227,-0.5197999999999999,-0.4461999999999999,0.5549,0.3835,0.1774,-0.3127999999999999,-0.3589,0.659,0.7496,-0.5893999999999999,0.9652,-0.2259,0.6520999999999999,0.1025,0.2184999999999999,-0.2771,0.1304,0.2224,0.0289999999999999,0.3162,0.7583,-0.8588,1.2563,0.8997,-0.0273999999999999,0.7803,0.6118,0.2914,2.21,0.0532999999999999,0.0081,-0.0538,-0.1771,-0.2330999999999999,1.1109,-0.0743,0.9598,-0.3815,0.5458000000000001,-0.0753,0.1724,0.0674999999999999,-0.1881,1.11,0.1479,0.4721,0.1975,0.5361,0.8899,0.7812,0.0224,3.4530000000000003,1.5841999999999998,0.609,1.1228,0.50075,0.8495999999999999,0.9006000000000001,1.5169,-0.0475,0.0867999999999999,0.9222,-0.4891,0.4546,4.773000000000001,-2.3253000000000004,0.2568,1.4122,0.3961,-0.086,-0.0176,0.8738,0.8679,0.6551,1.0027,0.4593,1.0394,1.0459,-0.6448999999999999,1.3128000000000002,-0.374,0.9858,-0.7183,1.7871,-1.1009,0.3802,1.427
KLC1,-0.2581,-0.0448,-0.426,1.0589,-0.1871,-0.1159,-0.4897999999999999,0.2213,-0.1442,-0.0456,0.1624999999999999,-1.0516,-0.1304,-0.0854999999999999,0.2024,-0.8488,-0.383,0.106,0.0565999999999999,-0.2972,0.9146,-0.9979,0.2998,0.0911,0.0722,0.8936000000000001,0.9096,-0.7313000000000001,-0.6722,0.118,0.6631,-0.3612999999999999,-0.6140000000000001,0.4133,0.7563,-0.0795,-0.2231,-0.2391,0.43,-0.3189999999999999,-0.0749,1.5053999999999998,-0.0675,-0.0864,0.0336,-0.1945,0.8103,1.0839,0.7557,0.0361,-0.1084999999999999,-0.069,-0.3842,-0.7082,0.5975,0.603,-0.3013,0.4422,-0.7129,-0.0586,0.5544,0.0105999999999999,-1.364,0.023,-0.5176,0.9616,0.3257,-0.2921,0.1994999999999999,0.1847,-0.2875,-0.7161000000000001,1.2462,1.0333,-0.0249,-0.5628,0.36005,-0.9984,1.1346,0.9727,0.0317,0.0505999999999999,0.2763,-0.6009,-0.0959,0.3324,-0.6585000000000001,-0.5379,-0.6516,-0.3834999999999999,0.204,0.0773,0.219,-0.6489,0.6551,0.8704999999999999,0.0561,0.202,0.0926999999999999,-0.5651999999999999,0.1691,-0.93,2.1897,-0.1313,-0.1267999999999999,0.4244,0.3334999999999999,-0.7969
KLC2,0.5654,0.0081999999999999,1.033,-0.1851,-0.3995999999999999,-0.0187,-0.3884,3.1934,2.1305,0.5251,-0.0116,-0.5789,0.3913,1.6987,1.0635,1.1478,-0.1553999999999999,0.3496,2.1021,-0.1689999999999999,1.689,0.1566,-0.3142,0.5852999999999999,0.2468,0.6392,0.6798,-1.1464,0.6617,0.9237,1.852,0.2427,1.3149,0.1496,0.5018,-0.3349999999999999,1.623,-0.4202,0.7522,-0.6343,1.6682,0.9085,0.0997,1.0374,1.1376,0.7715000000000001,0.6069,0.9361,1.0631,-0.183,1.1012,1.039,-0.3623,0.7451,0.0864,0.322,-1.1269,1.0382,0.247,0.2872,2.2552000000000003,-0.1234,-2.1503,-1.1667,-0.8605999999999999,1.2753,0.5319,-0.4145,-0.0705,-0.6837,2.0104,-0.1897,2.9156000000000004,0.1929999999999999,1.4875,0.6085,0.5285500000000001,0.7982,0.0531999999999999,0.9039,-0.0593,0.6725,-0.01,1.6781,0.1627,0.3355,-1.2715999999999998,-0.5796,2.0372,0.3425,1.8794,1.3111,1.9572,1.5676,1.4583000000000002,0.9737,0.8310000000000001,1.0421,0.6485,0.1490999999999999,0.7618,0.0996,1.375,-0.5068,0.7079,0.3656999999999999,-0.0701,-0.1906
KLC4,0.61,0.3917,-0.7581,0.3358,-0.7855,-0.1906,-1.1717,-0.5232,0.1009999999999999,-1.1243,0.1316,0.4424,-1.6779000000000002,1.5653,0.5179999999999999,-0.6954,0.1372999999999999,-1.4329,-0.867,-0.9557,-0.1067999999999999,1.4218,-0.9787,-0.1823,-0.1631999999999999,0.4216999999999999,-1.0629,-1.0634,-0.1713,-1.3045,-0.3314999999999999,0.2092999999999999,-0.5010000000000001,-2.409,-0.5832,-2.0493,-1.3171,-0.4926,-0.4952,-0.0798,0.0312999999999999,-0.0862999999999999,-0.2444,0.2538,0.5886,0.0664,-0.3968,-0.9402,-0.8134,0.6211,0.5736,-0.5195000000000001,0.1991,-0.0314,0.0714,-1.0375,0.7801,0.2994,-0.2471,-0.6660999999999999,-0.0027,0.1107,0.5798,-0.1075,-0.6631,-0.7516,-1.2877999999999998,0.6121000000000001,0.0548,-0.9824,0.0353999999999999,-0.7959,1.0414,0.0361999999999999,0.1268,-0.377,-1.12465,-0.5141,-1.4964,0.9821,0.4949999999999999,-0.1808,-0.0633,-0.6649,-0.3169,0.4647,-0.0544999999999999,-1.0342,-0.0529,-0.2855999999999999,0.1217,-0.6398,0.3297,-0.2502,-1.1990999999999998,0.8028,0.2138999999999999,0.3043,-0.3944,-1.2487,-1.3053,-1.4173,-0.4837,-1.1704,0.7170000000000001,-0.3831,-0.0834,1.2417
KLHDC4,0.1548,2.5624,1.5208000000000002,-0.3051,0.4726,1.1439,-0.9408,2.1959999999999997,-1.0886,2.4741,0.4140999999999999,1.2614999999999998,-1.0317,0.2293,0.3979,2.5233,0.0722999999999999,-1.1778,0.3645,-0.1805999999999999,0.6809000000000001,0.2923,0.0216,-0.4141999999999999,1.9021,-1.389,-3.412,0.7018,1.0228,0.4309,-1.1787999999999998,2.5938,0.808,-1.3506,1.3642,1.2914,0.2519,-0.652,0.7582,0.1812,-0.1376,-0.0562999999999999,0.9392,-0.0962,0.9241,0.277,0.3568,0.8417,0.65,0.2113,-0.8273,-0.8686,-0.0936,0.9387,0.5261,0.4085,-0.97,-0.6155999999999999,-0.9162,0.0105,2.4516,1.2066,0.0338,0.4488999999999999,0.8918,-1.1007,0.2779,1.1687999999999998,1.6317000000000002,0.8838,-0.1041,1.3447,-0.8406,1.5559999999999998,0.7132000000000001,1.1254,-0.01945,0.5682,0.3989,-2.1830000000000003,0.2415999999999999,-0.3688,1.0654,0.6329,1.3388,-0.1477,0.218,2.4813,0.1025,-0.0046999999999999,0.2899,0.4498999999999999,0.4451,1.0399,0.3518,0.2547,1.364,1.1956,0.5827,-1.9373,0.5377000000000001,-0.2127,1.4441000000000002,0.5651,2.1167,-0.3141,1.174,3.7383
KPNA1,0.8141,0.7141,1.6216000000000002,-0.0035,0.4607,1.0094,-0.3366,2.4949,1.1356,0.9874,-0.8395999999999999,1.8934,1.2868,0.1084,-0.0309,-1.2016,-0.4443999999999999,2.2581,-1.727,0.9237,0.3271,1.2861,1.089,0.4252,-0.3872,1.3053,1.3309,0.8465,0.174,-0.3542,1.3094,0.2297,1.2801,0.2601,0.2898,0.4483999999999999,-0.5002,-0.6158,0.9361,1.3012,0.1640999999999999,-1.4002,-0.2187,-0.1255,-0.0701,-0.3845,0.7236,-0.078,-0.1826,0.6894,-0.3585,0.4951,2.0246,1.8258,0.1916,2.0576,-0.6398,0.8423,-0.4597,0.4255,0.6593,1.0258,0.3541999999999999,-0.4222,0.8751,0.1301999999999999,-0.2898,-0.9871,-0.2856999999999999,-0.4989,0.7333,-0.0175,1.1792,-0.5065999999999999,-0.3215,0.0754,0.27485,0.5844,-0.3794,1.0415,0.3682999999999999,-0.0482,2.517,-0.0287999999999999,-0.1543,-0.5692999999999999,-0.0136,-0.4269,0.2115999999999999,-0.7938,0.1969,-0.45,0.2402,0.3206,1.0046,1.0317,2.2371,0.5601,0.0298999999999999,1.367,3.1898999999999997,-0.3123,0.6584,0.988,0.3277,-0.3106,1.0439,0.7174999999999999
KPNA2,3.5355000000000003,-0.1101,0.8085,0.0548,2.4346,-1.6971,1.804,0.6323,0.1082,1.4468,-3.4321,1.4258000000000002,2.4373,1.0192,-1.9245,0.3451,1.1527,2.1205,2.7073,1.7017,0.8745,2.046,1.5495,-2.6341,-2.0425,0.6593,0.1212,0.7902,3.2003,2.3049,0.3248999999999999,1.5007,0.1187,-1.2188,-0.0106,0.5052000000000001,0.9968,-1.0541,1.3611,-2.7655,0.6928,0.6682,-2.3801,0.8631,-0.1951999999999999,0.934,-0.9269,1.6546999999999998,0.1440999999999999,1.1546,2.5572999999999997,1.0269,2.9383,2.2427,-3.3825,2.144,1.1351,1.0214,-0.2471,3.18,-0.7588999999999999,1.6429,0.3437,-1.9111,0.9479,-0.7516,2.0857,-1.8992,-1.3031,2.5743,1.3687,1.7938,1.9824,1.4997,0.6294,0.8777,2.50745,-0.8848,1.1612,2.1923999999999997,-0.3959,-0.6002,1.0554,1.6078,1.514,1.591,0.3316,2.0890999999999997,1.2237,0.9832,1.8078,2.6082,1.5262,2.2596000000000003,1.7801,2.1119000000000003,1.7181,1.5052,3.2183,-0.8402,1.2026,0.1545,2.6371,-0.6089,-0.1140999999999999,2.6813,2.5614999999999997,1.1967
KPNA3,0.3754,0.3631999999999999,-0.5129999999999999,-0.0549,0.7174,-0.8934,0.0108,-0.6152000000000001,0.0361,0.3796,-1.5206,0.5612,1.4692999999999998,1.1339,0.0377,-0.4372,-0.5529,0.2693,0.4670999999999999,0.0494999999999999,0.6709,1.0021,0.602,-0.185,-0.1707999999999999,0.4216999999999999,-0.1405,-0.1043999999999999,-0.2741,0.5902000000000001,1.152,0.0388999999999999,0.3359999999999999,-1.1545999999999998,0.4099,-0.0483,-0.0648,-0.489,0.003,0.2247,1.3567,-0.4428999999999999,-0.4792,0.2329,-0.311,0.5907,-0.22,0.5953,0.7973,0.701,0.614,0.5763,0.9118,0.6842,-0.2293,0.6635,-0.4417000000000001,-0.1119,-0.2127,-0.0615999999999999,-1.0145,-0.4979999999999999,-0.6598,-0.5143,0.4927,1.0238,-0.5139,-0.6316999999999999,-0.6887,-0.1171,0.025,1.649,0.1180999999999999,0.4866,1.0663,0.3527,1.30045,-0.3112,1.1967,-0.3847,-0.1148,-0.0482,1.2851,-0.2621,0.4797,-0.1415,-0.5404,-0.1665999999999999,-0.7673,-0.7686000000000001,0.0429,0.2670999999999999,0.6218,-0.6802,0.3217,0.0419,0.5961,0.9371,0.7202000000000001,0.6938000000000001,1.1760000000000002,-0.3775,0.7384,0.164,-0.0959999999999999,0.7246,0.6070000000000001,-0.0265
KPNA4,0.1548,1.0813,1.5712000000000002,-0.3188,0.7157,-0.0374,0.9991,0.9887,1.0923,0.3767,-2.7317,2.0679,2.588,1.7383,-0.5763,2.5412,-0.6287,1.2207,0.6087,0.5828,-1.1049,1.6305,0.2902,-0.6268,-0.8958999999999999,0.3112,-0.4468999999999999,-0.2143,0.6063,0.9119,0.9444,0.2612,1.2946,-1.6748999999999998,-0.8093,1.2431,-0.2051,-0.5325,0.4834,0.8771,0.6494,-0.2402,0.0869,0.6650999999999999,-0.4085999999999999,0.6731,-0.8269,-0.3367,0.0671999999999999,0.8634,2.2172,1.2663,0.5992,1.5012,-0.5149,1.0526,-0.9783,0.652,1.4634,0.1924,-0.2072,-0.0786999999999999,-0.4596,-1.4967,1.1204,1.5179,-1.4731,0.2606,-0.7005,-0.8407,-0.2062,1.8861,1.6852,-0.2291,1.3199,0.4549999999999999,0.44155,-1.453,1.085,0.5817,-0.4632,-0.0675,1.6314000000000002,0.7512000000000001,0.2127,0.2924,-0.8719999999999999,-0.0486,-1.9017,-1.3588,0.383,0.7206,0.8714,-0.2815,1.3958000000000002,0.5883999999999999,0.8310000000000001,0.3312,-0.9293,2.2509,2.1298,0.1578999999999999,0.8294,0.8019999999999999,0.6192,-0.6316,0.6003000000000001,1.5462
KPNA6,0.9994,0.861,0.8223,0.1062,0.6494,0.3738,0.2201,0.7301,1.1896,0.1997999999999999,-0.6152,0.2072999999999999,0.5623,-0.2001,1.0875,-0.4858,0.2819,-0.3037999999999999,-0.0142,-0.3758999999999999,0.7711,0.0877,0.6764,0.4638,0.0607999999999999,0.3347,0.0223,0.5009,0.4113,1.024,-0.1139,-0.126,-0.0665999999999999,-0.2138999999999999,0.9224,0.0055999999999999,-0.3778,-0.844,0.4992,-0.0289999999999999,0.5987,0.1089,1.3349,0.3988,0.0030999999999999,0.2244,-0.4800999999999999,0.6857,0.2818,0.643,0.0716999999999999,0.6819,0.5912,0.2176,-0.2856999999999999,0.6635,0.0866999999999999,0.5457,0.0093999999999999,0.1382999999999999,0.1184,0.8257,0.4533,-0.0691,1.3387000000000002,-0.4113,-0.5109,-0.075,0.0978,-0.3357,0.8665999999999999,0.2469,1.0926,0.8283,1.2429,0.2961999999999999,0.07865,-0.4275,-0.1738,-0.2127,0.0,0.1132999999999999,-0.04,-0.1279,1.0677,0.3385,-0.1725999999999999,-0.0451,-0.4333,0.0584,0.2112,-0.0106,1.3354,0.473,1.2129,0.5223,0.533,0.1616,0.1823,0.442,0.4085,1.4757,0.8366,0.2369,0.3621,0.0828,0.7955000000000001,0.6327999999999999
KPNB1,1.3138,0.0448999999999999,0.0389999999999999,-0.0103,0.981,0.1309,0.4747,0.7558999999999999,0.2271,-0.3709,0.0736,0.5941000000000001,0.2145,0.3939,0.2607,0.3144,0.3866,0.2951,0.591,0.6789000000000001,-0.6042,1.0167,0.2015,-0.6572,0.1481,0.5589000000000001,0.1404,0.6107,0.8171999999999999,0.7407,0.1541,0.6095,0.5619000000000001,-0.3707,0.7987,0.4399,-0.2015,0.0109,0.9381,0.1885,0.2052,0.3604,0.0837,0.2859,-0.244,0.1832,0.2234,-0.0163999999999999,0.65,0.5103,1.0571000000000002,0.7712000000000001,0.422,0.8261999999999999,-0.4473,0.6808000000000001,0.4706,0.6156,-0.2564,1.3291,-0.3633,0.8575999999999999,0.0779999999999999,-0.1727,0.2162,0.2071,0.52,-0.2211,-0.2035,1.4103,0.5667,0.4489999999999999,1.0296,0.3056,0.2264,0.4766,0.84325,-0.2354,0.3687,0.4473,0.7008000000000001,0.0746999999999999,0.546,0.4443,1.1261,0.5201,0.377,0.6245999999999999,0.2380999999999999,0.636,0.1217,0.2496,0.3368,0.3869999999999999,1.0949,0.5433,0.5891000000000001,-0.1856999999999999,0.2092,0.4728,0.7238,0.2436999999999999,0.3165,0.4921,0.5341,0.7212,0.6737000000000001,0.376
KPTN,-0.0820999999999999,0.5019,0.284,-0.168,0.7939,1.985,-1.1199,0.9111,1.031,0.7447999999999999,-0.5146,-0.9606,0.0058,-0.1458999999999999,1.2933,-1.6746,-0.2999,0.0257999999999999,-1.1112,-0.9936,,,,,,-0.6426,-0.4884,-1.0875,-2.2064000000000004,-1.2572,-0.9711999999999998,-0.0241,0.7878000000000001,0.955,0.5513,0.2327,-0.9644,-0.7897000000000001,-0.7641,0.6487999999999999,-0.8666999999999999,0.0900999999999999,0.624,-0.032,-0.616,-0.412,-1.5337999999999998,-0.3037999999999999,-0.5444,0.4987,-0.0368,-0.7589999999999999,0.4598,-0.0203,0.3382,-1.2212,0.8956999999999999,-0.0727,0.6629,0.0887,0.3391,0.2128,-0.5207,1.0937,0.4573,-0.2574,-0.9322,-0.1737,0.1956,1.1671,-0.3437,0.4141,2.764,0.7439,0.4483,-1.349,-0.96355,-0.1488,-0.4929,0.7944,0.198,0.5785,-0.3561999999999999,-0.5178,0.1502,2.0803000000000003,0.109,0.2117,-0.3274,0.5634,-0.086,-0.2004,0.2261,-0.5473,-0.1296,0.9802,0.6837,-1.0689,-0.3674999999999999,-0.244,-0.5415,1.1737,-0.5819,0.2296,0.6265000000000001,-0.8421,0.2718,0.18
KRAS,-2.339,-0.8527,-0.5176000000000001,-1.7342000000000002,-1.1834,-1.6523,-0.3647,-0.1581,-1.3698,-0.0370999999999999,-0.8512,0.6977,0.0086999999999999,-0.4044,-0.4665999999999999,0.1661,-1.7995,-0.0488,-1.5996,-0.5274000000000001,-0.9045999999999998,-0.1315,1.4007999999999998,-1.676,-1.5983,0.1238,-0.2426,-0.7902,-0.6907000000000001,-1.3103,-0.2981,0.8244,-0.3677999999999999,-0.4384,0.152,-0.3123,-0.9428,-0.8549,-0.7423,-0.3443,-0.3115,-1.1261,-0.4278,0.2314999999999999,-2.2659,-0.4692,-0.5768,-1.3878,-1.1272000000000002,3.9225,-0.3769,-0.9457,-0.9237,-0.7009,-0.7028,-0.4993,-1.5768,-1.29,-1.3008,-0.0662,-0.3095,-0.4234999999999999,0.9909,-1.1935,-0.1558999999999999,0.0472999999999999,-1.0787,-1.8478,-0.8335,-0.8161,1.2916,-0.9007000000000001,-0.2185,-1.9298,-0.8286,-0.8212999999999999,-0.83955,-1.2825,-0.7925,-0.9164,0.6217,-0.176,-1.3217,0.5082,-1.7767,0.0708,-2.1799,-0.9405,-1.4651,-1.8512,-0.5871000000000001,-0.8261000000000001,-0.9044,-1.0907,-0.8009000000000001,-0.3402,-1.108,-1.2521,-0.7171,-1.2795,-0.7619,-0.3672,0.0872999999999999,-1.0901,-1.0611,1.2216,-1.2975,-1.5912
KTN1,1.1449,0.3917,1.2781,1.9363,0.3026,-0.8448,0.4553,1.8108,-0.7101,0.2626,0.6733,0.3842,1.394,0.0292,0.1887,-0.1125,-0.383,0.0285999999999999,0.0601999999999999,0.9324,0.5408000000000001,-0.6951999999999999,0.2446,-0.5247,-0.0721,3.2030000000000003,0.1053,-0.2678,0.4956,-0.5135000000000001,1.3764,0.4853999999999999,0.5067999999999999,0.5879,-0.053,0.8315999999999999,-1.3063,-0.7172000000000001,0.7937,-0.7032,-0.7195,-0.3490999999999999,1.0808,0.2371,0.2532,-0.0525999999999999,1.1970999999999998,0.9074,-0.1025,-0.268,1.1803,-0.2395,-0.1991,-0.5072,0.6614,-0.1211,-0.9989,0.3806,0.0593999999999999,0.6375000000000001,0.8666,0.5682,2.0134,-0.4375,-0.1246999999999999,1.8966,0.8576,0.7582,1.0448,-0.4743,0.0979,0.1347,-0.1968999999999999,2.332,-0.2558,-0.3851,0.74885,0.4248,-0.2039,0.7006000000000001,0.7206,0.147,-0.7125,-0.195,-0.7882,0.6339999999999999,-0.2451999999999999,1.5408000000000002,-0.3803999999999999,-0.4655,-0.2469999999999999,1.6239,-0.073,-0.7545000000000001,-0.1574,-0.4466,-0.6137,0.4443,0.1644,0.8557,0.1691,-0.2642,0.7857,0.9953,-0.2136999999999999,-0.3831,1.6326,0.0768
KYAT3,-1.9777,-0.7956,-2.8102,-0.7505999999999999,-0.4387,3.8168,-1.4177,-0.2156,0.8364,-1.5094999999999998,1.749,-1.9162,-2.1735,-0.7711999999999999,0.7649999999999999,-0.9383,0.2349,-0.7422,-0.0354,-0.7021999999999999,-3.2946,-1.2025,0.2758,1.4992,0.7783,-1.0911000000000002,-0.4947999999999999,-0.0937,-0.319,0.3925,-1.9491,-2.3160000000000003,-1.089,0.5095,1.8024,-1.6491,1.659,3.4049,0.1433,0.8952,-0.3839,-0.2853,0.3249,-1.8824,-0.9576,-0.7623,-0.7869,-1.203,0.4610999999999999,1.0644,-0.2794999999999999,0.8158000000000001,-1.2204,-1.2025,3.5102,-1.928,0.5407,0.5065000000000001,-0.1657,-0.424,-0.6700999999999999,-0.6214,-1.2902,1.086,0.079,-1.8819,-1.3445999999999998,3.0404,0.9352,0.1663,-1.1687,-1.8263,-0.0353999999999999,-1.2865,-1.6934,1.6936,-1.27835,2.6732,-1.2482,0.3659,-1.0214,-0.4484,-0.6426,0.6936,0.7924,-0.3262,1.1945,1.874,-1.0617,2.7223,1.1598,-0.6046,-1.684,-0.1407,-0.2615999999999999,0.1112,-1.7112,-0.0349999999999999,-1.1683,-1.074,-1.0089,0.2849,-2.1242,-1.6042,-0.3332,-0.1588,-1.3825,1.337
KYNU,4.968999999999999,-2.24,-2.5674,3.1392,-1.8141,-2.5196,-0.1553999999999999,1.2043,1.1356,-3.1047,0.3754,-2.8389,6.8017,2.0239000000000003,-1.0737,0.6621,-1.4743,-3.994800000000001,0.9307,-5.728400000000001,0.9313,-2.6931000000000003,-2.4442,-1.7202,1.1276,-1.65,2.3778,-0.667,3.3821999999999997,-0.1740999999999999,0.2947,-2.5902000000000003,-1.5582,0.2173,2.2937,-3.5791,1.8425,-2.0466,1.8059,0.0289999999999999,-2.1100000000000003,-4.1068,-0.8202,-3.5877,-0.4117,2.715,0.1467,-0.2668999999999999,-1.1913,2.0334,-3.6218,-1.2988,-2.1003000000000003,-2.0711999999999997,-2.0145,1.9149,-4.9368,0.112,-3.1269,-2.1005,-3.3853999999999997,-2.1494,-2.6331,-3.6764,-2.3012,-2.3524000000000003,2.0319,1.0227,1.7021000000000002,-0.85,3.6207,-2.0508,-3.793600000000001,4.4267,-2.8299,-2.5068,1.09315,-1.2203000000000002,-3.124,-2.0548,0.6612,-4.0665,-1.1719,2.0681,0.7382,4.5945,-3.011,-0.8121,0.4894,-0.7812,-1.0847,-0.3586,-0.4687,1.8061,-1.1527999999999998,4.1432,2.3668,7.1544,-0.254,-2.1866,0.5529,0.1854,-0.4073,0.9807,-1.9429,-2.7814,-1.0507,1.93
