symbol,C3L.02665,C3L.01663,C3N.02575,C3L.02546,C3L.00965,C3L.02963,C3N.04162,C3L.02646,C3N.02285,C3N.03875,C3N.03424,C3N.01017,C3L.00081,C3L.02649,C3L.01838,C3N.02252,C3L.03963,C3N.03072,C3L.02969,C3N.03662,C3N.03051,C3N.02434,C3L.02127,C3N.02339,C3L.03961,C3L.04391,C3L.02619,C3N.02494,C3N.03880,C3N.03092,C3L.02669,C3N.03877,C3N.01846,C3L.02964,C3N.00247,C3N.02288,C3L.01606,C3L.02164,C3N.02374,C3N.02675,C3N.02523,C3L.02130,C3N.02426,C3N.02284,C3L.00923,C3N.03486,C3N.04127,C3L.02951,C3L.02629,C3L.04013,C3N.00221,C3L.00568,C3N.04155,C3N.01025,C3L.02552,C3N.02375,C3L.02660,C3L.01884,C3N.02300,C3L.01285,C3L.02627,C3L.00993,C3N.02425,C3L.02170,C3N.00555,C3N.01893,C3N.03093,C3L.01455,C3N.03848,C3L.02968,C3N.03204,C3L.00445,C3N.02283,C3N.02289,C3L.03962,C3L.03272,C3N.01411,C3L.00415,C3N.03882,C3L.01000,C3L.02650,C3L.02358,C3L.02168,C3L.02625,C3N.01028,C3N.02435,C3N.03441,C3L.04071,C3N.01020,C3N.00497,C3N.01194,C3L.02648,C3L.03678,C3L.02891,C3L.00927,C3N.03886,C3L.04014,C3N.03076,C3N.03425,C3L.02163,C3N.04124,C3L.00904,C3N.00211,C3N.01892,C3L.00603,C3L.03965,C3N.03851,C3L.02349
CTIF,-0.8422,1.1343,-0.4121999999999999,1.7752,-0.2193999999999999,0.6804,-1.4889,-1.4516,-0.2523,-1.4353,-0.4991,-0.9834,0.7332,0.1063,0.8918999999999999,-1.0585,-0.7805,0.1432,-1.1678,0.9499,-1.5822,-0.6597,-1.0578,0.7205999999999999,-1.2338,0.8601000000000001,-1.0182,-0.6937,-0.8831000000000001,-1.1627999999999998,0.5961000000000001,-0.7689,0.3127999999999999,-0.1711,1.0002,-1.2801,-1.6409,0.4274,-1.2741,-0.6452,0.1664999999999999,0.0975999999999999,0.3249,-1.1643,-0.3781,-1.3757,0.0666999999999999,-0.193,0.602,1.1546,-1.0074999999999998,-0.1217999999999999,-0.2927,-0.4851,1.6198,-1.7075,0.6192,-1.7937,0.1251,-0.3308,-1.7923,-0.947,-1.7751,0.3837,-1.4343,-0.3847,-0.1911999999999999,-0.7423,-0.0508999999999999,-1.0193,-0.9104,0.3143,2.3073,0.9529,-0.4007,0.1561,-1.48565,-1.3068,-1.546,-0.8382000000000001,-1.4015,0.1276999999999999,0.243,-1.8794999999999995,-0.9634,0.597,-0.4905,-0.2187,-0.7045,-0.7591,-0.4618,-0.6925,-0.1413,-0.5434,-0.6597000000000001,-0.0612999999999999,-0.8346,1.1417,-1.7092,0.2776,0.3248999999999999,-1.8806,0.4365,-0.6709,-0.4328,-0.1104999999999999,-0.7271,-1.2655
CTNNA1,0.6757,0.0123,1.6468,0.4695,0.1682999999999999,-0.1084,1.0358,0.5547,1.7268,3.042,-0.7119,1.5623,0.3536,0.0333,0.3122,1.3728,-1.4924,-0.2264,-1.5465,-0.2098,1.422,-0.3737,0.8203,0.5053,-1.3287,0.2811,-0.1692,0.1607,-0.7803,0.4338,0.1239,0.428,-0.6487,0.2279999999999999,-1.6823,0.5506,0.0323999999999999,-2.4885,0.6633,0.7901,0.7725,0.3191,1.0518,1.2814,-0.7075,0.2541,-0.9903,-0.7883,-0.5476,-0.0503,0.9008,-0.4423999999999999,0.4718,0.1659999999999999,-0.3721,0.7564,-1.3869,0.4673,1.3852,0.3984,1.2056,0.8575999999999999,1.1153,-1.2664,1.216,-0.4823,-2.0617,-0.9515,-0.1409,-0.1231999999999999,0.9729,0.9555,-0.9509,-0.3015,0.2784999999999999,0.9181,1.07645,0.0893,1.2357,-0.4973,0.3682999999999999,1.3523,-0.3962,1.0133,0.0876,0.8771,-0.8265,-1.3778,-1.2006,-1.1157,0.2112,1.3111,0.2402,-1.1806,-0.5671,-0.1903,0.2138999999999999,-0.1856999999999999,0.7799,0.3598,0.8606,0.3123,-0.1163,-0.3428,-0.5867,-0.9801,-0.2835,1.059
CTNNB1,0.4622,-1.1627999999999998,1.8827,0.3701,-0.4047,-0.0673,0.0518,0.5375,1.0779,2.5141,-0.9363,0.0885,0.5216999999999999,-0.5085999999999999,-0.0652,0.6008,-1.3984,0.361,-2.2047,-0.2651,1.8793,-0.3674,0.8443,0.4721,-2.2133000000000003,0.3782,-0.3735,-0.3509,-0.2214,0.36,-0.9009,-0.4298999999999999,-1.2309,1.2187,-2.2795,0.0197999999999999,0.2050999999999999,-2.1118,-1.0488,0.7684,0.6107,0.5594,0.8106,1.1364,-0.6312,-0.9362,-1.037,-0.6036,-1.2041000000000002,-0.1636999999999999,1.0074999999999998,-0.3897,0.3742,-0.7101000000000001,-0.5938,0.3652,-0.9907,0.5905,1.923,0.4585999999999999,1.7008,0.6427,1.7982999999999998,-1.0323,-0.5925,-3.4856000000000003,-2.1544,0.0395,-0.3012999999999999,-1.3088,0.2438,0.5338,-0.2933,-0.3055,0.1359,-0.0835,0.55625,0.2219,0.8917999999999999,-0.4973,-0.0989,2.4997,-1.7645,-1.2658,-1.6766,0.2708,-0.0681,-0.8052,-0.1621,-1.5229,-0.3329999999999999,0.7311,0.1625,-1.7396,-0.4375,-0.3611,0.8696,-1.2521,0.6305,0.1825,0.5111,-0.024,-0.4619,-0.9079,-0.3875,-0.9732,-0.2985,0.4395
CTNNBL1,0.3683,0.2979,0.7398,0.1919,1.8344,-0.3662999999999999,-0.643,0.1839,-0.2018,0.702,0.1974,0.2958,0.1594,1.0505,-0.2676,0.0484999999999999,1.1852,-0.1089,-0.0602,-0.3292,-0.2437,0.8247,0.59,0.0883,0.4936,0.3916,0.1308,1.6661,0.3216,0.3217,0.1306,1.0986,0.7298,0.0997,0.5513,0.6726000000000001,0.2194999999999999,-0.4455,0.6633,0.3842,0.35,-0.1051,-0.3602,0.8743,0.9119,0.5243,0.5535,0.2874,0.1119999999999999,1.6185,0.7317,-0.8361000000000001,0.8321000000000001,0.7285,-0.4246999999999999,0.9229,0.4044999999999999,1.0242,0.2314,0.7608,0.1856999999999999,0.9279,1.1933,0.3492,0.9375,-1.0268,1.2789,-0.5408999999999999,-0.0586999999999999,1.1701,0.5791999999999999,0.4863999999999999,1.5592,0.5388,1.492,0.4577,0.50995,0.2814,0.5123,1.1635,-0.186,-0.0313999999999999,0.4827,-0.9078,0.1502,0.5817,-0.1498999999999999,0.3748,1.2369,0.6329,0.0895,0.2179,1.5827000000000002,0.4221999999999999,0.9189,1.2687,0.305,0.552,0.8815000000000001,0.5499,0.4313,0.0755,0.7421,0.4666,1.1244,0.7797999999999999,1.1957,0.3892
CTNND1,0.1853,-0.5426,1.333,-0.0719999999999999,0.2397,-0.1232999999999999,0.7487999999999999,0.4742,1.1464,2.3114999999999997,-0.3753,0.723,0.9796,-0.2272,0.5179999999999999,0.928,-1.1924,-0.6792,-0.952,-0.7925,1.0214,-0.2296,0.4989,0.2816,-0.9187,-0.2711,-0.4405,-0.3561999999999999,-0.659,0.0118,0.0871,-0.1816,-1.0832000000000002,0.1781,-2.3255000000000003,0.1162999999999999,0.0359999999999999,-1.4199,0.5526,0.0471,0.1158999999999999,1.2951,0.2316,1.3428,-0.4085999999999999,-0.0479999999999999,-0.6969,-0.9156,-0.823,-0.3672999999999999,0.4760999999999999,-0.9051,0.1075,-0.0757,-0.5449999999999999,0.9207,-1.3952,0.7080000000000001,0.641,0.2345999999999999,1.2594999999999998,0.4129,1.3704,-1.3355,0.7130000000000001,-0.142,-1.2221000000000002,-0.3435,-0.5048,-0.6406000000000001,0.65,0.2444,-1.9785,-0.3457,-0.1336,-0.0296,0.45265,0.1001,0.9556,-1.0508,0.1743,1.1835,-0.7424,0.3964,-0.7757000000000001,0.4401,-1.2352999999999998,-1.2111999999999998,-0.5623,-1.2578,-0.5728,1.2654,0.2968,-0.907,0.2037,-0.4337,0.0561,-0.1533999999999999,0.0298999999999999,0.388,0.0741,-0.1818,-0.0836,-0.5506,-0.5867,-0.6316,-0.0717,0.6698
CTPS2,-1.037,1.8076,-0.9779,0.2227,-0.386,-1.2074,-1.7651,0.6496,-0.2415,-3.3501000000000003,0.2748,-0.5461,0.2694999999999999,0.2918,-1.211,0.0433999999999999,-0.1445,1.109,-0.9838,-0.5186,1.8659,0.7829,-1.1442,-0.6572,-1.211,-1.2517,1.0341,-0.6027,-1.8242,-0.6227,-0.6463000000000001,0.6169,0.5242,-1.2865,-0.0566,0.2894,-0.7737,-1.2026,-1.0784,0.3805,0.2558999999999999,0.3604,-0.357,-0.2468,-0.1249999999999999,0.0779,-1.227,-0.2339999999999999,0.5636,1.1481,-0.535,0.2679,0.4399,-0.2011,-1.011,0.0843,0.128,0.5009,1.1475,0.4631,1.9295,-0.8704000000000001,-1.8025,-1.4967,-0.37,0.6894,-0.9293,-0.3593,-0.6105,-0.9947,0.5207999999999999,-0.1197999999999999,1.8663,-0.4583,3.2986,-0.0674,0.71915,1.7858,-0.2961,1.1228,-0.3286,-0.1471,0.0399,-1.0005,0.0124999999999999,-0.1723,0.2542999999999999,-0.1735999999999999,0.033,-0.7054,-0.8234,-0.4078,-0.073,-0.6763,-0.0254999999999999,1.762,1.0379,0.0592999999999999,-0.9412,1.7139,-1.0013,-1.2045,-1.4185,-0.5506,1.186,-0.6385,0.1851,1.014
CTR9,0.5724,-0.51,0.3619,-0.3393,1.0371,-0.314,0.7552000000000001,0.181,-0.0612,0.3824,-0.2708,0.7685,0.5246,0.0834,-0.4048,-0.0282,0.3577,0.3668,0.8847,0.7051000000000001,-0.0935,0.5429,0.746,-0.4749,0.505,-0.7765,0.1308,0.5599,0.4033,-0.1623,0.5358,0.4075999999999999,0.5503,0.0213,0.1838,0.8883000000000001,-0.2807,-0.5506,0.3489,-0.1124,0.6445,-0.3866,-0.8137,0.9845,-0.2804999999999999,0.9157,0.5002,0.3901,0.1473,1.4252,0.4228,0.9051,0.639,0.852,-0.8607,0.6311,0.1155999999999999,-0.3498,0.7348,0.8405,0.479,1.3748,0.3816,0.1112,0.6382000000000001,0.0443999999999999,0.5678000000000001,0.079,-0.1526,0.9207,0.7646,0.8158,1.8171,0.6232,0.8694,0.2746,0.68215,-0.5357000000000001,0.1258,0.9727,0.1703,0.0771,0.3994999999999999,0.4923,0.9634,0.8463,0.159,0.5378999999999999,0.3439,0.5508,0.4474,-0.0984,0.8832,0.7741,0.2593,1.0463,0.0876,0.4578,0.6096,-0.0334,0.6859,0.2128,-0.6038,-0.4776,0.8654999999999999,-0.3969,1.4008,0.8524999999999999
CTSA,0.3237,1.3546999999999998,-0.655,-0.0857,-0.4047,0.5795,-1.1005,-1.0837,-0.2631,0.3425,1.157,-0.2653999999999999,-1.5069,-1.0963,0.566,-0.4091000000000001,1.1527,-2.2095,0.3502999999999999,-0.877,-0.1202,-0.9311,-1.0986,0.1104,0.429,0.2443,0.1915,-1.2268,-0.3163,1.4195,-0.7535000000000001,-0.4447,2.5342,0.6735,0.6008,-1.3312,0.3599,0.6700999999999999,-0.7839,-0.0943,-1.0598999999999998,0.3003,1.129,-0.5954,-0.6374,1.2362,1.8206,1.2933,0.5347999999999999,-0.1572,-0.7703000000000001,-0.0446999999999999,-0.6291,-0.5238,1.0372,-0.3394,-1.1516,0.431,-0.2908,-0.9623,0.1373,-0.1701999999999999,-0.7041000000000001,2.2142,0.7629,-0.4912,0.3108,0.2962,1.1856,-0.9146,-0.3208,-0.0824,-1.6242,1.544,-0.9373,-0.0377,-0.9358499999999998,-0.4789,-0.8103,0.3628,0.7167,-0.352,-0.5726,-0.3868,0.4546,0.5232,2.3344,1.1487,2.5631,-0.1877999999999999,-0.1753999999999999,-0.8964,0.2591,0.0390999999999999,-0.5833,-1.2575,2.6298,-0.3203999999999999,-0.2002,-1.8089,-0.5909,0.6555,0.0690999999999999,0.4703,-1.005,-0.7109,-0.1151,1.1358
CTSB,-0.2181999999999999,4.174099999999999,0.394,0.3187,-0.573,1.7383,-0.1488999999999999,-0.1120999999999999,1.7304,1.5981,1.8419,-0.0632,2.1504,0.1355,3.0428,3.2211999999999996,1.9332,0.063,1.7942,0.5682,3.7819,-0.7222999999999999,-0.2182999999999999,0.8946,0.6758,2.0918,1.4714,-1.1973,1.2891,2.1986,1.3664,0.1667,0.8050999999999999,1.4753,2.1416999999999997,1.6405,1.6518,2.5537,0.4122,-0.8373,-0.3742,0.2966,4.072,-1.8503,-0.0487999999999999,0.2015,2.4341,3.026,0.1601,-0.2693,0.3603,1.5383,0.1334,0.3633,3.7545,0.3652,-1.0443,-0.1735,-0.3815,-0.9728,-0.0269,-1.3237,0.312,1.5964,0.6028,1.225,0.5857,0.8608,1.9565,-0.1848,3.3978,0.1372,-2.4097,2.2717,-0.901,-0.3285,-0.85625,-0.1028,-0.9911,0.0219,6.6199,-0.6677,0.2097,2.0105,2.6484,2.4065000000000003,2.9747999999999997,1.7351,1.7594,0.0110999999999999,0.5012,1.3568,-0.2496999999999999,0.0312999999999999,-1.1643,-0.5336000000000001,3.4047,-0.2665,1.509,-0.5498,0.9784,1.486,0.4074,1.6114,-0.9632999999999998,-0.0829,0.2868,3.1691000000000003
CTSC,0.5584,0.1918,0.7765,-0.5073,-0.9946,-0.5271,1.3681,0.2615,0.2019,-0.6877,0.9597,1.9187,-0.4607,-0.0187999999999999,-0.7684000000000001,1.4623,0.1662,0.4642,3.6415,0.44,0.04,0.6159,-0.8683,-0.555,-0.2581,0.6828000000000001,0.3096,1.1304,0.0474999999999999,1.6379,0.0703,1.0746,-2.6153,1.2828000000000002,0.9931,0.1192,0.9212,0.8476,0.7147,-0.3226,-0.5311,-0.8220999999999999,1.5986,-1.4125,-0.2164999999999999,2.4861,-0.8703,0.6446000000000001,1.947,-1.2706,-0.8751000000000001,1.8143,-0.5455,0.059,-0.1352999999999999,0.8213,1.2053,-1.1193,-1.1695,-0.9698,0.2745,-1.1492,1.2923999999999998,0.5295,-1.16,-0.0799,1.5598,-0.9515,1.7100000000000002,0.8591,0.5562,-2.1481,-0.8328,-1.1056,-2.2729999999999997,-0.5951,-0.3063499999999999,-0.2598,-0.8900999999999999,-0.0218999999999999,-0.3919,-1.4077,-0.7358,0.7416,2.5941,-1.5233,1.4669,-0.5067,-0.2911,-1.2736,-0.2613999999999999,0.2916999999999999,-0.1931,-0.2658,0.1157,-0.8254,2.7595,-0.9693,-0.3197,0.5294000000000001,-0.2527,-2.1139,-0.1054,-0.5761000000000001,-0.9778,1.6253000000000002,-1.1257,1.2999
CTSD,-0.9009,2.3502,-1.7131,-2.7863,-0.556,0.2915999999999999,-2.173,-1.7706,-1.3265,-1.3126,1.5207,-2.0932,-1.8257,-0.79,-1.0978,-0.9102,0.4878,-4.4733,-1.1289,-2.9778,-1.6623,-2.1315000000000004,-2.4778,-1.538,0.0949,-2.1688,-3.2142,-2.4054,-1.7108,0.9621,-1.9357,-1.6397,0.0637,-1.2081,-2.0251,-1.3851,-2.08,0.5578,-1.5114,-1.3338,-2.4673000000000003,-1.5278,-0.5082,-2.1571,-2.9002,-0.6179999999999999,0.6102,1.2482,-0.4771999999999999,-0.5425,-1.4726,-1.3070000000000002,-1.4115,-1.1029,-1.2515,-1.9842,-4.090599999999999,-2.5715999999999997,-3.4959,-2.1395999999999997,-1.4263,-2.3409,-2.5614000000000003,-1.4737,-0.1704999999999999,-0.651,-2.2828,-2.448,-0.4499999999999999,-1.5798,-1.8666,-0.756,-3.2462999999999997,-3.0516,-3.6042,-2.6791,-2.43535,-3.5715,-2.2357,-0.4347,-1.0056,-2.4635,-2.2473,-1.7996,-0.0959,-0.3999999999999999,3.8604,-1.6797,0.625,-2.4446,-2.9677,-2.2848,-0.4192,-1.9234,-1.9861,-1.7347,4.6706,-1.1309,-1.7959,-2.8264,-1.9892000000000003,-0.4118,-1.3567,-1.6188,-1.7184,0.314,-1.0123,0.3071
CTSH,-1.5648,-0.2407,-3.0736000000000003,-2.0358,-1.6135,-2.9868,-3.5087,-2.9664,0.1406,-3.2788000000000004,-1.8921,-2.9426,-5.2222,-3.5995999999999997,-2.8472999999999997,-1.6004,1.4815,-5.4190000000000005,-8.482800000000001,-3.9103,-3.4515,-3.3111,-4.1257,-2.8412,0.5353,-1.804,-2.879,-3.2385,-3.8118,-1.573,-3.4360000000000004,-2.8088,0.6372,-1.8567,-1.8095,-3.44,-0.8565,-1.141,-2.7885000000000004,-1.8304,-2.9839,-2.6427,-3.5509000000000004,-2.217,-4.4677,-1.7626,-0.7469,-2.9316,-4.4385,-2.2641,-3.7303,-7.6387,-3.9497,-2.8366,0.3006,-3.8905,0.4417,-1.7069,-3.3145,-2.9575,-1.429,-3.9752999999999994,-4.5895,2.4828,-1.5383,-1.1481,-3.0418,0.0197999999999999,-1.2326,-3.1996,-2.4623999999999997,-2.4051,-4.1421,-3.0355,-3.4865,-3.1234,-2.2927500000000003,-2.2348999999999997,-3.6115,-0.7350000000000001,-4.66,-2.748,-5.5233,-3.3594,-1.4055,-2.3141,-2.4888000000000003,-0.7947000000000001,1.7759999999999998,-2.1226,-4.077500000000001,-1.3357,-2.546,-1.9195,-1.1365999999999998,-2.2150999999999996,1.7918,-3.697,-2.9164,-3.9133,-4.1513,-1.2491,-2.8589,-3.5876,-2.2326,-1.0318,-2.9985000000000004,-2.674
CTSZ,-0.4809,1.1995999999999998,-1.0833,-0.6375,-0.5152,0.6355,-1.8018,-0.7704000000000001,-0.2198,0.5223,2.8286,-0.1441,-0.3824999999999999,-0.3752,0.8439,-0.1202,3.3244,-2.5218,1.2139,-1.4073,0.03,-1.3006,-1.5328000000000002,0.5963999999999999,1.0934,-0.3782,-0.3735,-0.3991,0.0395999999999999,1.39,-0.3314999999999999,1.3469,0.0637,-0.1283,0.6325999999999999,0.0254999999999999,-0.3203,1.5974,-1.3137,-0.8192,-0.9633,0.3079,2.2032999999999996,-1.8099,-0.7867999999999999,-0.309,1.5804999999999998,1.5478999999999998,0.397,-0.5786,-0.8053,1.1404999999999998,-0.6769,-0.3449,1.9392,-1.3444,-1.5727,-0.596,-1.5228,-1.1352,-0.4977999999999999,-0.8874,-1.8889,1.4851,0.4365,0.1301999999999999,-0.242,-1.3938,1.2678,-0.3326,-1.2999,0.2869,-2.1418999999999997,1.1821,-0.7425999999999999,-0.9801,-1.45045,-1.6775,-2.2942,0.0563,1.0215,-1.738,-1.1619000000000002,-0.0542999999999999,1.9102,-0.2031,3.933,0.0068999999999999,2.3151,-0.3423999999999999,-0.6587000000000001,-1.3357,-0.1107,-0.5277000000000001,-1.1759,-0.8706,2.1985,-0.1669,-0.8008,-1.4723000000000002,-0.8189000000000001,-0.4255,-1.0184000000000002,0.102,-1.1244999999999998,0.9248,-0.0384,0.331
CTTN,0.5349,0.8119999999999999,0.3711,0.0239,-0.9181,-1.0168,0.2352,-0.0978,-0.0396,-0.5307,-1.0524,-0.723,5.1034999999999995,0.9463,0.7306999999999999,0.2352,-1.6766,-0.1118,1.5394,-0.4020999999999999,-0.741,-1.0647,1.2065,0.3617,-2.4563,1.6868,-1.4523,-1.4625,1.4367,0.8588,6.6611,-0.6558999999999999,-0.1303,-0.0392,-0.4701,-1.8932,-1.7273,-0.7534000000000001,0.5229,0.5545,-0.1545,3.54,0.7076,2.3481,-0.6769999999999999,4.7593000000000005,-0.8402000000000001,-0.2217,0.7845,0.076,0.603,-2.0497,-0.4458999999999999,3.6167,1.1425,0.0345,-0.4045000000000001,-1.4299000000000002,-0.0501,2.3546,0.88,-1.2598,0.7864,-0.38,-1.4115000000000002,0.2189,0.1136,1.0543,0.2582,-1.6291,0.4207999999999999,-0.741,-1.134,1.4113,-0.1539,-0.8777999999999999,-1.02655,-0.9524,1.4059,-1.5512,-0.3602,0.3808,-0.6492,-0.4090999999999999,-1.1135,0.6955,-2.2662,2.8006,-0.5457,0.9737,-2.1658,1.1635,-0.0848,-0.8131,-1.0718,3.6579,-1.4061,0.8025,-0.6753,-0.9455,-0.4465,0.3501,1.4586,-0.2042,-0.2082999999999999,-0.7627,-0.8739,0.969
CTTNBP2NL,-0.2908999999999999,0.5917,-0.2588,0.3598,0.6137,-0.6616000000000001,-0.3604,0.1293,0.9914,0.6620999999999999,-0.1896,-0.6851,-0.1681,-0.0541999999999999,0.7993,-0.9588,0.0469999999999999,0.0027999999999999,-0.0389,0.4808,-0.504,-0.6764,-0.4653999999999999,0.3755,-0.596,0.0133999999999999,-0.2075,-0.5116,-0.7724000000000001,0.5932,0.221,-0.189,-0.585,0.0463,-0.0248,0.0736999999999999,0.1115999999999999,-0.4673,0.7048,-0.6814,0.5625,0.1915,0.0869,0.1464,0.8875000000000001,-0.9614,-0.07,-0.0534,0.5539999999999999,0.7976,0.5221,0.2476,-0.9755,-0.1715,0.4773,-0.4669,0.1362,0.2743,0.1344,-0.3804,0.985,-1.2258,0.7801,0.3453,-0.9188,0.2278,0.5947,-0.6633,0.0391,-0.348,-0.7312000000000001,0.4665,1.4096000000000002,1.0092,0.7743,0.2908,-0.36565,-0.7414000000000001,-0.8474999999999999,0.2596,0.5504,0.0601999999999999,0.7025,-1.0739999999999998,-0.3128000000000001,0.1354,-0.3406,-0.5865,-0.6416000000000001,-0.2256999999999999,-1.0955,1.2795,-0.6006,-0.4066,0.9143,-0.0902999999999999,0.2735,0.7646999999999999,-0.0895999999999999,0.2878,-0.0626999999999999,-0.4495,1.3459,-0.3974,0.4164,0.3933999999999999,-0.487,-1.247
CTU2,-0.2205,1.1669999999999998,0.7238,2.0322,0.0799,1.0766,-0.9646,2.9031,0.8436,1.3755,1.0564,0.6471,0.91,0.4711,0.9605,1.8253,0.0722999999999999,1.129,0.6476,0.4313,0.3738,0.0648,-0.2135,-0.0442,0.2126,-0.4251,0.7819999999999999,0.1554,0.63,0.5135000000000001,0.0904,1.0505,-0.9152,1.4575,1.6469,0.6356999999999999,0.0431999999999999,0.6919,0.6534,-0.5727,-0.3379999999999999,-0.3115,0.9618,0.7167,-0.1738,0.1832,1.077,0.8663,0.5155,0.6546,0.239,0.0162,0.8401,0.7045,0.3608,0.549,0.5283,1.069,-0.0282,0.0737,1.5931,0.7959,0.2150999999999999,0.6178,0.2058,-0.6066,0.3227,1.0938,1.3852,1.4134,0.125,1.7938,0.8406,1.6203999999999998,0.3306,0.9397,0.08235,0.855,0.6524000000000001,-0.1907999999999999,0.1822,1.3354,0.7324,0.6009,0.6715,-0.1108,-0.5949,1.0272,0.6449,0.273,-0.2184,1.0545,0.2920999999999999,0.8405,1.6134000000000002,0.2014999999999999,1.0484,-0.1885,1.1893,-0.6397999999999999,0.3439,0.6075,1.5714,1.925,0.641,0.0206,0.2133999999999999,1.1676
CUEDC2,-0.8304999999999999,0.657,0.4787,-0.4866999999999999,0.7701,0.6467999999999999,0.9365,-0.3306,1.3915,0.3967,-0.2515,-0.3767,1.3389,0.8775,1.1698,,,,,,0.8578,-0.1064,-2.3459,0.9608,-1.0326,-0.8702,0.699,0.6161,-0.1845,1.0654,2.8097999999999996,0.7763,2.2011000000000003,1.2864,2.2123999999999997,-0.0455,0.7953,-1.0939,0.0919,-1.5441,1.8806,-0.2064,1.3027,-0.1743,-0.9789,0.8951,-0.09,-0.1314,-0.2274,1.2474,-0.2059,0.0,-0.1413999999999999,0.2065,-0.981,0.1966,-0.2394,0.1959,-1.3352,1.4374,1.2352,-0.0383,0.409,-0.5027999999999999,-0.3014,0.3314,0.9562,-0.6909000000000001,0.3639,-0.5266000000000001,1.4479,0.2844,1.9431,0.6393,1.0821999999999998,0.5681,0.28785,-0.4924,-0.6011,2.2299,0.3841,0.2531,1.335,1.7804,-0.2752,0.954,-1.1581,0.6524,0.4629999999999999,1.0684,0.8089999999999999,0.2846999999999999,0.5959,1.3448,0.4653,0.5417,0.5891000000000001,0.8886000000000001,-1.3058,-0.6192,-0.0019,-0.3191,-0.4655,-0.9771,1.7799,-0.1967999999999999,2.3379999999999996,0.5744999999999999
CUL1,0.3191,0.2815999999999999,-0.1557,-0.0925999999999999,0.8602000000000001,-0.6616000000000001,0.287,1.4889,-0.3064,0.0514,-0.7622,2.0274,1.0636,0.4189,0.6312,0.6723,0.0433999999999999,1.2609,-0.2052999999999999,1.5327,-0.3370999999999999,0.5700000000000001,0.5685,-0.2926999999999999,-0.2428999999999999,0.4518,0.4245,0.6643,0.862,1.148,-0.365,0.9097,-0.1767,0.3741,-0.4735999999999999,1.7852,-0.7557,-0.6774,-0.0603,-0.4277000000000001,2.1462,0.2628,-0.3055,0.7711,0.0549,0.6639,-0.3067,0.1396,-0.4226999999999999,0.5644,0.7666,1.863,1.3437,0.7377,-1.0411,0.7608,1.1021,-0.1511,0.9724,0.9758,-0.6189,0.366,0.3099,-0.2226,1.0747,0.432,0.1225,-0.3316,-0.0039,2.0786,1.427,-0.1922,1.0434,-0.4140999999999999,1.4263,0.4738,0.60625,0.6007,1.2588,0.6068,0.4712,-0.0771999999999999,1.4216000000000002,0.6839999999999999,-0.3128000000000001,-0.5230999999999999,0.3951,-0.295,0.8334,-0.5570999999999999,0.3186,-0.4886,0.749,0.7545,1.1852,0.0387,0.3541,0.8321000000000001,0.3287,1.1768999999999998,0.1045,-0.7961,0.211,-0.1021,1.081,2.1222000000000003,0.9205,1.0537
CUL2,-0.3941,-0.4609999999999999,0.6047,0.185,-0.5679,-0.1495,-0.7229000000000001,0.8881,0.5948,-0.5136000000000001,-0.1198999999999999,-0.5309,-0.8578,0.8775,0.1887,-0.5317999999999999,-0.1662,-0.7279,1.4616,-0.5857000000000001,-0.3471999999999999,-1.3277,-0.1223999999999999,-0.2623,0.5087,0.6192000000000001,1.4426,-0.6321,-0.0289999999999999,0.6433,0.2378,0.1018999999999999,-0.1854,1.3078,0.6361,0.7776000000000001,0.0215999999999999,0.221,0.5545,0.1956999999999999,0.8546,-0.0788,1.3509,0.6108,-0.0273999999999999,0.8425,0.9403,0.1109,-0.2466,1.027,0.2408,1.3678,-0.6251,-0.1955,-0.3383,-0.0973,0.3013,0.6408,-0.7599,-0.2631,0.0673,-0.0701999999999999,-0.7315,-0.0805999999999999,1.2264,1.6718,0.1524,0.8055000000000001,0.2269,0.5697,0.6792,-0.8159000000000001,2.512,0.39,0.1856999999999999,1.1362,0.74885,0.3815,0.9343,-0.0532,0.004,-0.0362,-0.0365999999999999,0.2877,0.9718,-1.4033,-0.0499,-0.2255999999999999,1.7264,0.3235,1.3209000000000002,0.2109,0.61,-0.0469,0.4074,0.7818999999999999,-0.4979,0.5224,0.0089999999999999,0.1722,-0.4161,-1.0913,0.4329,-0.7657,0.9759,-0.252,0.2751,0.458
